Jahr,Bundesland,Wert,Indikator
1972,Brandenburg,21.47,ice_days
1973,Brandenburg,12.41,ice_days
1974,Brandenburg,0.98,ice_days
1975,Brandenburg,7.43,ice_days
1976,Brandenburg,27.25,ice_days
1977,Brandenburg,9.69,ice_days
1978,Brandenburg,27.75,ice_days
1979,Brandenburg,35.59,ice_days
1980,Brandenburg,34.34,ice_days
1981,Brandenburg,31.96,ice_days
1982,Brandenburg,22.08,ice_days
1983,Brandenburg,17.04,ice_days
1984,Brandenburg,19.09,ice_days
1985,Brandenburg,48.85,ice_days
1986,Brandenburg,39.57,ice_days
1987,Brandenburg,43.08,ice_days
1988,Brandenburg,7.28,ice_days
1989,Brandenburg,8.5,ice_days
1990,Brandenburg,7.5,ice_days
1991,Brandenburg,18.2,ice_days
1992,Brandenburg,13.12,ice_days
1993,Brandenburg,23.6,ice_days
1994,Brandenburg,10.78,ice_days
1995,Brandenburg,24.35,ice_days
1996,Brandenburg,50.85,ice_days
1997,Brandenburg,16.63,ice_days
1998,Brandenburg,20.68,ice_days
1999,Brandenburg,9.06,ice_days
2000,Brandenburg,10.21,ice_days
2001,Brandenburg,15.54,ice_days
2002,Brandenburg,22.54,ice_days
2003,Brandenburg,20.22,ice_days
2004,Brandenburg,13.75,ice_days
2005,Brandenburg,17.41,ice_days
2006,Brandenburg,23.32,ice_days
2007,Brandenburg,8.52,ice_days
2008,Brandenburg,6.24,ice_days
2009,Brandenburg,25.36,ice_days
2010,Brandenburg,61.37,ice_days
2011,Brandenburg,13.23,ice_days
2012,Brandenburg,26.38,ice_days
2013,Brandenburg,26.96,ice_days
2014,Brandenburg,17.45,ice_days
2015,Brandenburg,2.32,ice_days
2016,Brandenburg,12.3,ice_days
2017,Brandenburg,15.38,ice_days
2018,Brandenburg,10.97,ice_days
2019,Brandenburg,4.43,ice_days
2020,Brandenburg,0.41,ice_days
2021,Brandenburg,16.43,ice_days
2022,Brandenburg,10.26,ice_days
2023,Brandenburg,6.17,ice_days
2024,Brandenburg,6.49,ice_days
2025,Brandenburg,5.69,ice_days
1951,Brandenburg/Berlin,13.11,ice_days
1952,Brandenburg/Berlin,19.88,ice_days
1953,Brandenburg/Berlin,17.43,ice_days
1954,Brandenburg/Berlin,38.95,ice_days
1955,Brandenburg/Berlin,31.17,ice_days
1956,Brandenburg/Berlin,43.42,ice_days
1957,Brandenburg/Berlin,9.82,ice_days
1958,Brandenburg/Berlin,11.45,ice_days
1959,Brandenburg/Berlin,19.46,ice_days
1960,Brandenburg/Berlin,20.92,ice_days
1961,Brandenburg/Berlin,20.37,ice_days
1962,Brandenburg/Berlin,29.79,ice_days
1963,Brandenburg/Berlin,62.84,ice_days
1964,Brandenburg/Berlin,32.01,ice_days
1965,Brandenburg/Berlin,25.51,ice_days
1966,Brandenburg/Berlin,33.04,ice_days
1967,Brandenburg/Berlin,11.71,ice_days
1968,Brandenburg/Berlin,28.66,ice_days
1969,Brandenburg/Berlin,52.77,ice_days
1970,Brandenburg/Berlin,41.28,ice_days
1971,Brandenburg/Berlin,18.69,ice_days
1972,Brandenburg/Berlin,21.45,ice_days
1973,Brandenburg/Berlin,12.37,ice_days
1974,Brandenburg/Berlin,0.96,ice_days
1975,Brandenburg/Berlin,7.39,ice_days
1976,Brandenburg/Berlin,27.21,ice_days
1977,Brandenburg/Berlin,9.65,ice_days
1978,Brandenburg/Berlin,27.68,ice_days
1979,Brandenburg/Berlin,35.45,ice_days
1980,Brandenburg/Berlin,34.25,ice_days
1981,Brandenburg/Berlin,31.86,ice_days
1982,Brandenburg/Berlin,22.04,ice_days
1983,Brandenburg/Berlin,16.95,ice_days
1984,Brandenburg/Berlin,19.04,ice_days
1985,Brandenburg/Berlin,48.74,ice_days
1986,Brandenburg/Berlin,39.51,ice_days
1987,Brandenburg/Berlin,43,ice_days
1988,Brandenburg/Berlin,7.26,ice_days
1989,Brandenburg/Berlin,8.47,ice_days
1990,Brandenburg/Berlin,7.45,ice_days
1991,Brandenburg/Berlin,18.17,ice_days
1992,Brandenburg/Berlin,13.08,ice_days
1993,Brandenburg/Berlin,23.57,ice_days
1994,Brandenburg/Berlin,10.76,ice_days
1995,Brandenburg/Berlin,24.28,ice_days
1996,Brandenburg/Berlin,50.73,ice_days
1997,Brandenburg/Berlin,16.59,ice_days
1998,Brandenburg/Berlin,20.68,ice_days
1999,Brandenburg/Berlin,9.02,ice_days
2000,Brandenburg/Berlin,10.21,ice_days
2001,Brandenburg/Berlin,15.46,ice_days
2002,Brandenburg/Berlin,22.52,ice_days
2003,Brandenburg/Berlin,20.14,ice_days
2004,Brandenburg/Berlin,13.73,ice_days
2005,Brandenburg/Berlin,17.3,ice_days
2006,Brandenburg/Berlin,23.26,ice_days
2007,Brandenburg/Berlin,8.48,ice_days
2008,Brandenburg/Berlin,6.24,ice_days
2009,Brandenburg/Berlin,25.35,ice_days
2010,Brandenburg/Berlin,61.29,ice_days
2011,Brandenburg/Berlin,13.19,ice_days
2012,Brandenburg/Berlin,26.38,ice_days
2013,Brandenburg/Berlin,26.89,ice_days
2014,Brandenburg/Berlin,17.47,ice_days
2015,Brandenburg/Berlin,2.28,ice_days
2016,Brandenburg/Berlin,12.27,ice_days
2017,Brandenburg/Berlin,15.33,ice_days
2018,Brandenburg/Berlin,10.89,ice_days
2019,Brandenburg/Berlin,4.4,ice_days
2020,Brandenburg/Berlin,0.4,ice_days
2021,Brandenburg/Berlin,16.39,ice_days
2022,Brandenburg/Berlin,10.3,ice_days
2023,Brandenburg/Berlin,6.16,ice_days
2024,Brandenburg/Berlin,6.47,ice_days
2025,Brandenburg/Berlin,5.69,ice_days
1951,Deutschland,9.81,ice_days
1952,Deutschland,25.7,ice_days
1953,Deutschland,23.4,ice_days
1954,Deutschland,33.25,ice_days
1955,Deutschland,31.93,ice_days
1956,Deutschland,43.89,ice_days
1957,Deutschland,14.26,ice_days
1958,Deutschland,18.98,ice_days
1959,Deutschland,18.5,ice_days
1960,Deutschland,21.57,ice_days
1961,Deutschland,20.91,ice_days
1962,Deutschland,32.28,ice_days
1963,Deutschland,62.42,ice_days
1964,Deutschland,32.72,ice_days
1965,Deutschland,25.37,ice_days
1966,Deutschland,26.48,ice_days
1967,Deutschland,17.16,ice_days
1968,Deutschland,30.9,ice_days
1969,Deutschland,46.02,ice_days
1970,Deutschland,37.82,ice_days
1971,Deutschland,22.48,ice_days
1972,Deutschland,21.92,ice_days
1973,Deutschland,18.07,ice_days
1974,Deutschland,4.44,ice_days
1975,Deutschland,9.69,ice_days
1976,Deutschland,27.12,ice_days
1977,Deutschland,13.74,ice_days
1978,Deutschland,29.2,ice_days
1979,Deutschland,31.11,ice_days
1980,Deutschland,30.73,ice_days
1981,Deutschland,32.04,ice_days
1982,Deutschland,20.55,ice_days
1983,Deutschland,21.47,ice_days
1984,Deutschland,17.03,ice_days
1985,Deutschland,46.14,ice_days
1986,Deutschland,37.87,ice_days
1987,Deutschland,40.47,ice_days
1988,Deutschland,9.13,ice_days
1989,Deutschland,10.75,ice_days
1990,Deutschland,11.46,ice_days
1991,Deutschland,22.34,ice_days
1992,Deutschland,13.98,ice_days
1993,Deutschland,24.71,ice_days
1994,Deutschland,11.3,ice_days
1995,Deutschland,24.2,ice_days
1996,Deutschland,46.63,ice_days
1997,Deutschland,18.98,ice_days
1998,Deutschland,20.68,ice_days
1999,Deutschland,14.99,ice_days
2000,Deutschland,9.95,ice_days
2001,Deutschland,16.95,ice_days
2002,Deutschland,18.08,ice_days
2003,Deutschland,21.07,ice_days
2004,Deutschland,17.3,ice_days
2005,Deutschland,24.32,ice_days
2006,Deutschland,22.83,ice_days
2007,Deutschland,10.97,ice_days
2008,Deutschland,9.23,ice_days
2009,Deutschland,24.38,ice_days
2010,Deutschland,56.69,ice_days
2011,Deutschland,14.49,ice_days
2012,Deutschland,24.52,ice_days
2013,Deutschland,28.53,ice_days
2014,Deutschland,9.86,ice_days
2015,Deutschland,6.65,ice_days
2016,Deutschland,11.98,ice_days
2017,Deutschland,16.63,ice_days
2018,Deutschland,14.64,ice_days
2019,Deutschland,7.69,ice_days
2020,Deutschland,3.71,ice_days
2021,Deutschland,15.7,ice_days
2022,Deutschland,10.4,ice_days
2023,Deutschland,8.51,ice_days
2024,Deutschland,9.39,ice_days
2025,Deutschland,9.19,ice_days
1951,Hessen,9.57,ice_days
1952,Hessen,26.79,ice_days
1953,Hessen,22.44,ice_days
1954,Hessen,30.32,ice_days
1955,Hessen,32.86,ice_days
1956,Hessen,44.65,ice_days
1957,Hessen,15.19,ice_days
1958,Hessen,19.84,ice_days
1959,Hessen,14.94,ice_days
1960,Hessen,21.17,ice_days
1961,Hessen,21.4,ice_days
1962,Hessen,33.35,ice_days
1963,Hessen,63.87,ice_days
1964,Hessen,32.28,ice_days
1965,Hessen,23.89,ice_days
1966,Hessen,22.16,ice_days
1967,Hessen,17.3,ice_days
1968,Hessen,31.85,ice_days
1969,Hessen,44.25,ice_days
1970,Hessen,35.53,ice_days
1971,Hessen,23.64,ice_days
1972,Hessen,21.33,ice_days
1973,Hessen,17.86,ice_days
1974,Hessen,4.43,ice_days
1975,Hessen,9.47,ice_days
1976,Hessen,26.3,ice_days
1977,Hessen,12.46,ice_days
1978,Hessen,28,ice_days
1979,Hessen,29.29,ice_days
1980,Hessen,29.03,ice_days
1981,Hessen,32.48,ice_days
1982,Hessen,20.44,ice_days
1983,Hessen,23.43,ice_days
1984,Hessen,11.89,ice_days
1985,Hessen,46.32,ice_days
1986,Hessen,36.19,ice_days
1987,Hessen,40,ice_days
1988,Hessen,7.71,ice_days
1989,Hessen,10.23,ice_days
1990,Hessen,12.34,ice_days
1991,Hessen,24.08,ice_days
1992,Hessen,12.93,ice_days
1993,Hessen,25.98,ice_days
1994,Hessen,9.79,ice_days
1995,Hessen,22.05,ice_days
1996,Hessen,44.74,ice_days
1997,Hessen,19.38,ice_days
1998,Hessen,19.85,ice_days
1999,Hessen,14.78,ice_days
2000,Hessen,9.25,ice_days
2001,Hessen,14.07,ice_days
2002,Hessen,18.16,ice_days
2003,Hessen,18.38,ice_days
2004,Hessen,16.18,ice_days
2005,Hessen,23.58,ice_days
2006,Hessen,20.67,ice_days
2007,Hessen,11.57,ice_days
2008,Hessen,9.87,ice_days
2009,Hessen,26.01,ice_days
2010,Hessen,56.07,ice_days
2011,Hessen,12.46,ice_days
2012,Hessen,22.61,ice_days
2013,Hessen,29.98,ice_days
2014,Hessen,5.68,ice_days
2015,Hessen,7.22,ice_days
2016,Hessen,12.38,ice_days
2017,Hessen,15.74,ice_days
2018,Hessen,15.99,ice_days
2019,Hessen,7.61,ice_days
2020,Hessen,3.74,ice_days
2021,Hessen,13.94,ice_days
2022,Hessen,11.44,ice_days
2023,Hessen,8.03,ice_days
2024,Hessen,11.29,ice_days
2025,Hessen,8.8,ice_days
1951,Mecklenburg-Vorpommern,13.18,ice_days
1952,Mecklenburg-Vorpommern,14.72,ice_days
1953,Mecklenburg-Vorpommern,15.97,ice_days
1954,Mecklenburg-Vorpommern,35.19,ice_days
1955,Mecklenburg-Vorpommern,32.05,ice_days
1956,Mecklenburg-Vorpommern,38.96,ice_days
1957,Mecklenburg-Vorpommern,8.85,ice_days
1958,Mecklenburg-Vorpommern,19.57,ice_days
1959,Mecklenburg-Vorpommern,22.94,ice_days
1960,Mecklenburg-Vorpommern,20.74,ice_days
1961,Mecklenburg-Vorpommern,19.71,ice_days
1962,Mecklenburg-Vorpommern,28.89,ice_days
1963,Mecklenburg-Vorpommern,64.38,ice_days
1964,Mecklenburg-Vorpommern,31.82,ice_days
1965,Mecklenburg-Vorpommern,23.25,ice_days
1966,Mecklenburg-Vorpommern,32.65,ice_days
1967,Mecklenburg-Vorpommern,10.81,ice_days
1968,Mecklenburg-Vorpommern,27.33,ice_days
1969,Mecklenburg-Vorpommern,55.24,ice_days
1970,Mecklenburg-Vorpommern,43.62,ice_days
1971,Mecklenburg-Vorpommern,18.47,ice_days
1972,Mecklenburg-Vorpommern,24.5,ice_days
1973,Mecklenburg-Vorpommern,9.78,ice_days
1974,Mecklenburg-Vorpommern,1.64,ice_days
1975,Mecklenburg-Vorpommern,5.13,ice_days
1976,Mecklenburg-Vorpommern,28.37,ice_days
1977,Mecklenburg-Vorpommern,10.72,ice_days
1978,Mecklenburg-Vorpommern,28.92,ice_days
1979,Mecklenburg-Vorpommern,45.55,ice_days
1980,Mecklenburg-Vorpommern,34.8,ice_days
1981,Mecklenburg-Vorpommern,31.75,ice_days
1982,Mecklenburg-Vorpommern,27.04,ice_days
1983,Mecklenburg-Vorpommern,15.23,ice_days
1984,Mecklenburg-Vorpommern,18.62,ice_days
1985,Mecklenburg-Vorpommern,49.74,ice_days
1986,Mecklenburg-Vorpommern,40.35,ice_days
1987,Mecklenburg-Vorpommern,42.4,ice_days
1988,Mecklenburg-Vorpommern,6.54,ice_days
1989,Mecklenburg-Vorpommern,7.76,ice_days
1990,Mecklenburg-Vorpommern,5.17,ice_days
1991,Mecklenburg-Vorpommern,16.53,ice_days
1992,Mecklenburg-Vorpommern,11.07,ice_days
1993,Mecklenburg-Vorpommern,18.76,ice_days
1994,Mecklenburg-Vorpommern,12.37,ice_days
1995,Mecklenburg-Vorpommern,23.57,ice_days
1996,Mecklenburg-Vorpommern,54.22,ice_days
1997,Mecklenburg-Vorpommern,19.1,ice_days
1998,Mecklenburg-Vorpommern,18.36,ice_days
1999,Mecklenburg-Vorpommern,10.08,ice_days
2000,Mecklenburg-Vorpommern,9.51,ice_days
2001,Mecklenburg-Vorpommern,15.73,ice_days
2002,Mecklenburg-Vorpommern,18.98,ice_days
2003,Mecklenburg-Vorpommern,21.75,ice_days
2004,Mecklenburg-Vorpommern,13.52,ice_days
2005,Mecklenburg-Vorpommern,14.23,ice_days
2006,Mecklenburg-Vorpommern,22.36,ice_days
2007,Mecklenburg-Vorpommern,6.51,ice_days
2008,Mecklenburg-Vorpommern,4.78,ice_days
2009,Mecklenburg-Vorpommern,18.73,ice_days
2010,Mecklenburg-Vorpommern,61.51,ice_days
2011,Mecklenburg-Vorpommern,15.24,ice_days
2012,Mecklenburg-Vorpommern,25.41,ice_days
2013,Mecklenburg-Vorpommern,23.28,ice_days
2014,Mecklenburg-Vorpommern,17.28,ice_days
2015,Mecklenburg-Vorpommern,3.13,ice_days
2016,Mecklenburg-Vorpommern,11.91,ice_days
2017,Mecklenburg-Vorpommern,10.9,ice_days
2018,Mecklenburg-Vorpommern,12.24,ice_days
2019,Mecklenburg-Vorpommern,5.61,ice_days
2020,Mecklenburg-Vorpommern,0.6,ice_days
2021,Mecklenburg-Vorpommern,17.39,ice_days
2022,Mecklenburg-Vorpommern,9.66,ice_days
2023,Mecklenburg-Vorpommern,6.95,ice_days
2024,Mecklenburg-Vorpommern,5.16,ice_days
2025,Mecklenburg-Vorpommern,4.69,ice_days
1951,Niedersachsen,4.57,ice_days
1952,Niedersachsen,15.65,ice_days
1953,Niedersachsen,14.28,ice_days
1954,Niedersachsen,28.44,ice_days
1955,Niedersachsen,26.8,ice_days
1956,Niedersachsen,35.83,ice_days
1957,Niedersachsen,8.07,ice_days
1958,Niedersachsen,11.8,ice_days
1959,Niedersachsen,16.11,ice_days
1960,Niedersachsen,15.24,ice_days
1961,Niedersachsen,17.34,ice_days
1962,Niedersachsen,25.35,ice_days
1963,Niedersachsen,60.71,ice_days
1964,Niedersachsen,26.81,ice_days
1965,Niedersachsen,18.12,ice_days
1966,Niedersachsen,27.23,ice_days
1967,Niedersachsen,8.92,ice_days
1968,Niedersachsen,22.87,ice_days
1969,Niedersachsen,40.82,ice_days
1970,Niedersachsen,33.52,ice_days
1971,Niedersachsen,15.79,ice_days
1972,Niedersachsen,16.39,ice_days
1973,Niedersachsen,7.36,ice_days
1974,Niedersachsen,1.23,ice_days
1975,Niedersachsen,2.96,ice_days
1976,Niedersachsen,20.15,ice_days
1977,Niedersachsen,7.33,ice_days
1978,Niedersachsen,24.57,ice_days
1979,Niedersachsen,31.98,ice_days
1980,Niedersachsen,23.39,ice_days
1981,Niedersachsen,24.36,ice_days
1982,Niedersachsen,14.21,ice_days
1983,Niedersachsen,12.83,ice_days
1984,Niedersachsen,10.19,ice_days
1985,Niedersachsen,39.7,ice_days
1986,Niedersachsen,34,ice_days
1987,Niedersachsen,32.93,ice_days
1988,Niedersachsen,4.12,ice_days
1989,Niedersachsen,5.67,ice_days
1990,Niedersachsen,4.43,ice_days
1991,Niedersachsen,14.58,ice_days
1992,Niedersachsen,9.51,ice_days
1993,Niedersachsen,17.17,ice_days
1994,Niedersachsen,9.71,ice_days
1995,Niedersachsen,19.4,ice_days
1996,Niedersachsen,45.44,ice_days
1997,Niedersachsen,14.5,ice_days
1998,Niedersachsen,12.83,ice_days
1999,Niedersachsen,6.2,ice_days
2000,Niedersachsen,6.11,ice_days
2001,Niedersachsen,13.43,ice_days
2002,Niedersachsen,14.15,ice_days
2003,Niedersachsen,15.02,ice_days
2004,Niedersachsen,6.59,ice_days
2005,Niedersachsen,13.32,ice_days
2006,Niedersachsen,13.16,ice_days
2007,Niedersachsen,6.77,ice_days
2008,Niedersachsen,5.5,ice_days
2009,Niedersachsen,16.6,ice_days
2010,Niedersachsen,54.36,ice_days
2011,Niedersachsen,9.8,ice_days
2012,Niedersachsen,19.3,ice_days
2013,Niedersachsen,22.23,ice_days
2014,Niedersachsen,10.49,ice_days
2015,Niedersachsen,2.45,ice_days
2016,Niedersachsen,9.55,ice_days
2017,Niedersachsen,9.92,ice_days
2018,Niedersachsen,9.68,ice_days
2019,Niedersachsen,3.44,ice_days
2020,Niedersachsen,1.02,ice_days
2021,Niedersachsen,13.09,ice_days
2022,Niedersachsen,6.54,ice_days
2023,Niedersachsen,3.97,ice_days
2024,Niedersachsen,4.81,ice_days
2025,Niedersachsen,5.74,ice_days
1951,Niedersachsen/Hamburg/Bremen,4.55,ice_days
1952,Niedersachsen/Hamburg/Bremen,15.57,ice_days
1953,Niedersachsen/Hamburg/Bremen,14.23,ice_days
1954,Niedersachsen/Hamburg/Bremen,28.46,ice_days
1955,Niedersachsen/Hamburg/Bremen,26.77,ice_days
1956,Niedersachsen/Hamburg/Bremen,35.78,ice_days
1957,Niedersachsen/Hamburg/Bremen,8.01,ice_days
1958,Niedersachsen/Hamburg/Bremen,11.81,ice_days
1959,Niedersachsen/Hamburg/Bremen,16.16,ice_days
1960,Niedersachsen/Hamburg/Bremen,15.22,ice_days
1961,Niedersachsen/Hamburg/Bremen,17.34,ice_days
1962,Niedersachsen/Hamburg/Bremen,25.27,ice_days
1963,Niedersachsen/Hamburg/Bremen,60.65,ice_days
1964,Niedersachsen/Hamburg/Bremen,26.75,ice_days
1965,Niedersachsen/Hamburg/Bremen,18,ice_days
1966,Niedersachsen/Hamburg/Bremen,27.26,ice_days
1967,Niedersachsen/Hamburg/Bremen,8.89,ice_days
1968,Niedersachsen/Hamburg/Bremen,22.77,ice_days
1969,Niedersachsen/Hamburg/Bremen,40.86,ice_days
1970,Niedersachsen/Hamburg/Bremen,33.53,ice_days
1971,Niedersachsen/Hamburg/Bremen,15.77,ice_days
1972,Niedersachsen/Hamburg/Bremen,16.41,ice_days
1973,Niedersachsen/Hamburg/Bremen,7.34,ice_days
1974,Niedersachsen/Hamburg/Bremen,1.21,ice_days
1975,Niedersachsen/Hamburg/Bremen,2.92,ice_days
1976,Niedersachsen/Hamburg/Bremen,20.1,ice_days
1977,Niedersachsen/Hamburg/Bremen,7.31,ice_days
1978,Niedersachsen/Hamburg/Bremen,24.54,ice_days
1979,Niedersachsen/Hamburg/Bremen,32.01,ice_days
1980,Niedersachsen/Hamburg/Bremen,23.4,ice_days
1981,Niedersachsen/Hamburg/Bremen,24.34,ice_days
1982,Niedersachsen/Hamburg/Bremen,14.29,ice_days
1983,Niedersachsen/Hamburg/Bremen,12.77,ice_days
1984,Niedersachsen/Hamburg/Bremen,10.19,ice_days
1985,Niedersachsen/Hamburg/Bremen,39.68,ice_days
1986,Niedersachsen/Hamburg/Bremen,33.97,ice_days
1987,Niedersachsen/Hamburg/Bremen,32.86,ice_days
1988,Niedersachsen/Hamburg/Bremen,4.1,ice_days
1989,Niedersachsen/Hamburg/Bremen,5.7,ice_days
1990,Niedersachsen/Hamburg/Bremen,4.41,ice_days
1991,Niedersachsen/Hamburg/Bremen,14.55,ice_days
1992,Niedersachsen/Hamburg/Bremen,9.46,ice_days
1993,Niedersachsen/Hamburg/Bremen,17.1,ice_days
1994,Niedersachsen/Hamburg/Bremen,9.7,ice_days
1995,Niedersachsen/Hamburg/Bremen,19.38,ice_days
1996,Niedersachsen/Hamburg/Bremen,45.39,ice_days
1997,Niedersachsen/Hamburg/Bremen,14.51,ice_days
1998,Niedersachsen/Hamburg/Bremen,12.79,ice_days
1999,Niedersachsen/Hamburg/Bremen,6.15,ice_days
2000,Niedersachsen/Hamburg/Bremen,6.11,ice_days
2001,Niedersachsen/Hamburg/Bremen,13.47,ice_days
2002,Niedersachsen/Hamburg/Bremen,14.17,ice_days
2003,Niedersachsen/Hamburg/Bremen,15,ice_days
2004,Niedersachsen/Hamburg/Bremen,6.59,ice_days
2005,Niedersachsen/Hamburg/Bremen,13.26,ice_days
2006,Niedersachsen/Hamburg/Bremen,13.15,ice_days
2007,Niedersachsen/Hamburg/Bremen,6.74,ice_days
2008,Niedersachsen/Hamburg/Bremen,5.48,ice_days
2009,Niedersachsen/Hamburg/Bremen,16.53,ice_days
2010,Niedersachsen/Hamburg/Bremen,54.34,ice_days
2011,Niedersachsen/Hamburg/Bremen,9.8,ice_days
2012,Niedersachsen/Hamburg/Bremen,19.31,ice_days
2013,Niedersachsen/Hamburg/Bremen,22.15,ice_days
2014,Niedersachsen/Hamburg/Bremen,10.54,ice_days
2015,Niedersachsen/Hamburg/Bremen,2.43,ice_days
2016,Niedersachsen/Hamburg/Bremen,9.57,ice_days
2017,Niedersachsen/Hamburg/Bremen,9.86,ice_days
2018,Niedersachsen/Hamburg/Bremen,9.64,ice_days
2019,Niedersachsen/Hamburg/Bremen,3.43,ice_days
2020,Niedersachsen/Hamburg/Bremen,1,ice_days
2021,Niedersachsen/Hamburg/Bremen,13.05,ice_days
2022,Niedersachsen/Hamburg/Bremen,6.53,ice_days
2023,Niedersachsen/Hamburg/Bremen,3.96,ice_days
2024,Niedersachsen/Hamburg/Bremen,4.79,ice_days
2025,Niedersachsen/Hamburg/Bremen,5.69,ice_days
1951,Nordrhein-Westfalen,3.03,ice_days
1952,Nordrhein-Westfalen,11.78,ice_days
1953,Nordrhein-Westfalen,15.71,ice_days
1954,Nordrhein-Westfalen,21.28,ice_days
1955,Nordrhein-Westfalen,20.32,ice_days
1956,Nordrhein-Westfalen,33.72,ice_days
1957,Nordrhein-Westfalen,8.2,ice_days
1958,Nordrhein-Westfalen,10.72,ice_days
1959,Nordrhein-Westfalen,9.49,ice_days
1960,Nordrhein-Westfalen,13.85,ice_days
1961,Nordrhein-Westfalen,15.25,ice_days
1962,Nordrhein-Westfalen,23,ice_days
1963,Nordrhein-Westfalen,54.2,ice_days
1964,Nordrhein-Westfalen,18.19,ice_days
1965,Nordrhein-Westfalen,16.47,ice_days
1966,Nordrhein-Westfalen,16.99,ice_days
1967,Nordrhein-Westfalen,11.02,ice_days
1968,Nordrhein-Westfalen,20.32,ice_days
1969,Nordrhein-Westfalen,28.22,ice_days
1970,Nordrhein-Westfalen,26.04,ice_days
1971,Nordrhein-Westfalen,16.22,ice_days
1972,Nordrhein-Westfalen,11.11,ice_days
1973,Nordrhein-Westfalen,7.69,ice_days
1974,Nordrhein-Westfalen,2.28,ice_days
1975,Nordrhein-Westfalen,4.93,ice_days
1976,Nordrhein-Westfalen,16.65,ice_days
1977,Nordrhein-Westfalen,5.97,ice_days
1978,Nordrhein-Westfalen,19.79,ice_days
1979,Nordrhein-Westfalen,25.39,ice_days
1980,Nordrhein-Westfalen,18.62,ice_days
1981,Nordrhein-Westfalen,19.12,ice_days
1982,Nordrhein-Westfalen,10.7,ice_days
1983,Nordrhein-Westfalen,11.72,ice_days
1984,Nordrhein-Westfalen,5.64,ice_days
1985,Nordrhein-Westfalen,39,ice_days
1986,Nordrhein-Westfalen,29.01,ice_days
1987,Nordrhein-Westfalen,30.23,ice_days
1988,Nordrhein-Westfalen,3.46,ice_days
1989,Nordrhein-Westfalen,3.08,ice_days
1990,Nordrhein-Westfalen,4.46,ice_days
1991,Nordrhein-Westfalen,15.04,ice_days
1992,Nordrhein-Westfalen,6.9,ice_days
1993,Nordrhein-Westfalen,15.35,ice_days
1994,Nordrhein-Westfalen,6.39,ice_days
1995,Nordrhein-Westfalen,14.94,ice_days
1996,Nordrhein-Westfalen,34.93,ice_days
1997,Nordrhein-Westfalen,14.13,ice_days
1998,Nordrhein-Westfalen,10.58,ice_days
1999,Nordrhein-Westfalen,6.83,ice_days
2000,Nordrhein-Westfalen,3.88,ice_days
2001,Nordrhein-Westfalen,8.31,ice_days
2002,Nordrhein-Westfalen,7.73,ice_days
2003,Nordrhein-Westfalen,12.96,ice_days
2004,Nordrhein-Westfalen,8.42,ice_days
2005,Nordrhein-Westfalen,15.56,ice_days
2006,Nordrhein-Westfalen,10.95,ice_days
2007,Nordrhein-Westfalen,5.65,ice_days
2008,Nordrhein-Westfalen,5.11,ice_days
2009,Nordrhein-Westfalen,16.03,ice_days
2010,Nordrhein-Westfalen,47.43,ice_days
2011,Nordrhein-Westfalen,6.44,ice_days
2012,Nordrhein-Westfalen,17.6,ice_days
2013,Nordrhein-Westfalen,22.72,ice_days
2014,Nordrhein-Westfalen,3.36,ice_days
2015,Nordrhein-Westfalen,3.27,ice_days
2016,Nordrhein-Westfalen,4.88,ice_days
2017,Nordrhein-Westfalen,8.46,ice_days
2018,Nordrhein-Westfalen,9.8,ice_days
2019,Nordrhein-Westfalen,4.36,ice_days
2020,Nordrhein-Westfalen,1.94,ice_days
2021,Nordrhein-Westfalen,9.67,ice_days
2022,Nordrhein-Westfalen,6.46,ice_days
2023,Nordrhein-Westfalen,4.34,ice_days
2024,Nordrhein-Westfalen,6.42,ice_days
2025,Nordrhein-Westfalen,5.33,ice_days
1951,Rheinland-Pfalz,8.04,ice_days
1952,Rheinland-Pfalz,21.26,ice_days
1953,Rheinland-Pfalz,20.31,ice_days
1954,Rheinland-Pfalz,27.91,ice_days
1955,Rheinland-Pfalz,26.83,ice_days
1956,Rheinland-Pfalz,40.03,ice_days
1957,Rheinland-Pfalz,13.16,ice_days
1958,Rheinland-Pfalz,15.48,ice_days
1959,Rheinland-Pfalz,11.94,ice_days
1960,Rheinland-Pfalz,18.04,ice_days
1961,Rheinland-Pfalz,18.34,ice_days
1962,Rheinland-Pfalz,25.27,ice_days
1963,Rheinland-Pfalz,59.77,ice_days
1964,Rheinland-Pfalz,26.73,ice_days
1965,Rheinland-Pfalz,18.69,ice_days
1966,Rheinland-Pfalz,18.61,ice_days
1967,Rheinland-Pfalz,16.55,ice_days
1968,Rheinland-Pfalz,26.14,ice_days
1969,Rheinland-Pfalz,37.33,ice_days
1970,Rheinland-Pfalz,28.98,ice_days
1971,Rheinland-Pfalz,19.9,ice_days
1972,Rheinland-Pfalz,17.79,ice_days
1973,Rheinland-Pfalz,14.2,ice_days
1974,Rheinland-Pfalz,4.29,ice_days
1975,Rheinland-Pfalz,7.69,ice_days
1976,Rheinland-Pfalz,21.26,ice_days
1977,Rheinland-Pfalz,11.38,ice_days
1978,Rheinland-Pfalz,24.47,ice_days
1979,Rheinland-Pfalz,27.66,ice_days
1980,Rheinland-Pfalz,23.55,ice_days
1981,Rheinland-Pfalz,22.92,ice_days
1982,Rheinland-Pfalz,18.43,ice_days
1983,Rheinland-Pfalz,18.76,ice_days
1984,Rheinland-Pfalz,8.22,ice_days
