Jahr,Bundesland,Wert,Indikator
1912,Hessen,1,trocken_monate
1913,Hessen,2,trocken_monate
1914,Hessen,2,trocken_monate
1915,Hessen,4,trocken_monate
1916,Hessen,0,trocken_monate
1917,Hessen,3,trocken_monate
1918,Hessen,3,trocken_monate
1919,Hessen,2,trocken_monate
1920,Hessen,5,trocken_monate
1921,Hessen,7,trocken_monate
1922,Hessen,0,trocken_monate
1923,Hessen,1,trocken_monate
1924,Hessen,2,trocken_monate
1925,Hessen,0,trocken_monate
1926,Hessen,1,trocken_monate
1927,Hessen,1,trocken_monate
1928,Hessen,2,trocken_monate
1929,Hessen,5,trocken_monate
1930,Hessen,2,trocken_monate
1931,Hessen,2,trocken_monate
1932,Hessen,3,trocken_monate
1933,Hessen,4,trocken_monate
1934,Hessen,3,trocken_monate
1935,Hessen,3,trocken_monate
1936,Hessen,2,trocken_monate
1937,Hessen,3,trocken_monate
1938,Hessen,2,trocken_monate
1939,Hessen,1,trocken_monate
1940,Hessen,4,trocken_monate
1941,Hessen,2,trocken_monate
1942,Hessen,2,trocken_monate
1943,Hessen,4,trocken_monate
1944,Hessen,3,trocken_monate
1945,Hessen,2,trocken_monate
1946,Hessen,5,trocken_monate
1947,Hessen,4,trocken_monate
1948,Hessen,4,trocken_monate
1949,Hessen,4,trocken_monate
1950,Hessen,2,trocken_monate
1951,Hessen,2,trocken_monate
1952,Hessen,2,trocken_monate
1953,Hessen,5,trocken_monate
1954,Hessen,2,trocken_monate
1955,Hessen,2,trocken_monate
1956,Hessen,2,trocken_monate
1957,Hessen,3,trocken_monate
1958,Hessen,1,trocken_monate
1959,Hessen,2,trocken_monate
1960,Hessen,3,trocken_monate
1961,Hessen,0,trocken_monate
1962,Hessen,2,trocken_monate
1963,Hessen,5,trocken_monate
1964,Hessen,3,trocken_monate
1965,Hessen,1,trocken_monate
1966,Hessen,1,trocken_monate
1967,Hessen,0,trocken_monate
1968,Hessen,1,trocken_monate
1969,Hessen,3,trocken_monate
1970,Hessen,0,trocken_monate
1971,Hessen,6,trocken_monate
1972,Hessen,4,trocken_monate
1973,Hessen,4,trocken_monate
1974,Hessen,1,trocken_monate
1975,Hessen,3,trocken_monate
1976,Hessen,6,trocken_monate
1977,Hessen,2,trocken_monate
1978,Hessen,4,trocken_monate
1979,Hessen,2,trocken_monate
1980,Hessen,0,trocken_monate
1981,Hessen,1,trocken_monate
1982,Hessen,2,trocken_monate
1983,Hessen,1,trocken_monate
1984,Hessen,1,trocken_monate
1985,Hessen,2,trocken_monate
1986,Hessen,1,trocken_monate
1987,Hessen,1,trocken_monate
1988,Hessen,3,trocken_monate
1989,Hessen,2,trocken_monate
1990,Hessen,3,trocken_monate
1991,Hessen,4,trocken_monate
1992,Hessen,3,trocken_monate
1993,Hessen,4,trocken_monate
1994,Hessen,1,trocken_monate
1995,Hessen,1,trocken_monate
1996,Hessen,3,trocken_monate
1997,Hessen,4,trocken_monate
1998,Hessen,1,trocken_monate
1999,Hessen,0,trocken_monate
2000,Hessen,0,trocken_monate
2001,Hessen,1,trocken_monate
2002,Hessen,0,trocken_monate
2003,Hessen,4,trocken_monate
2004,Hessen,1,trocken_monate
2005,Hessen,0,trocken_monate
2006,Hessen,2,trocken_monate
2007,Hessen,2,trocken_monate
2008,Hessen,0,trocken_monate
2009,Hessen,0,trocken_monate
2010,Hessen,2,trocken_monate
2011,Hessen,5,trocken_monate
2012,Hessen,2,trocken_monate
2013,Hessen,1,trocken_monate
2014,Hessen,1,trocken_monate
2015,Hessen,3,trocken_monate
2016,Hessen,3,trocken_monate
2017,Hessen,2,trocken_monate
2018,Hessen,6,trocken_monate
2019,Hessen,2,trocken_monate
2020,Hessen,5,trocken_monate
2021,Hessen,1,trocken_monate
2022,Hessen,3,trocken_monate
2023,Hessen,0,trocken_monate
2024,Hessen,0,trocken_monate
2025,Hessen,5,trocken_monate
2026,Hessen,3,trocken_monate
1881,Mecklenburg-Vorpommern,5,trocken_monate
1882,Mecklenburg-Vorpommern,4,trocken_monate
1883,Mecklenburg-Vorpommern,5,trocken_monate
1884,Mecklenburg-Vorpommern,2,trocken_monate
1885,Mecklenburg-Vorpommern,4,trocken_monate
1886,Mecklenburg-Vorpommern,2,trocken_monate
1887,Mecklenburg-Vorpommern,4,trocken_monate
1888,Mecklenburg-Vorpommern,3,trocken_monate
1889,Mecklenburg-Vorpommern,5,trocken_monate
1890,Mecklenburg-Vorpommern,3,trocken_monate
1891,Mecklenburg-Vorpommern,2,trocken_monate
1892,Mecklenburg-Vorpommern,4,trocken_monate
1893,Mecklenburg-Vorpommern,3,trocken_monate
1894,Mecklenburg-Vorpommern,3,trocken_monate
1895,Mecklenburg-Vorpommern,2,trocken_monate
1896,Mecklenburg-Vorpommern,4,trocken_monate
1897,Mecklenburg-Vorpommern,4,trocken_monate
1898,Mecklenburg-Vorpommern,1,trocken_monate
1899,Mecklenburg-Vorpommern,2,trocken_monate
1900,Mecklenburg-Vorpommern,3,trocken_monate
1901,Mecklenburg-Vorpommern,1,trocken_monate
1902,Mecklenburg-Vorpommern,3,trocken_monate
1903,Mecklenburg-Vorpommern,1,trocken_monate
1904,Mecklenburg-Vorpommern,2,trocken_monate
1905,Mecklenburg-Vorpommern,0,trocken_monate
1906,Mecklenburg-Vorpommern,1,trocken_monate
1907,Mecklenburg-Vorpommern,5,trocken_monate
1908,Mecklenburg-Vorpommern,3,trocken_monate
1909,Mecklenburg-Vorpommern,1,trocken_monate
1910,Mecklenburg-Vorpommern,2,trocken_monate
1911,Mecklenburg-Vorpommern,4,trocken_monate
1912,Mecklenburg-Vorpommern,0,trocken_monate
1913,Mecklenburg-Vorpommern,1,trocken_monate
1914,Mecklenburg-Vorpommern,2,trocken_monate
1915,Mecklenburg-Vorpommern,6,trocken_monate
1916,Mecklenburg-Vorpommern,1,trocken_monate
1917,Mecklenburg-Vorpommern,3,trocken_monate
1918,Mecklenburg-Vorpommern,3,trocken_monate
1919,Mecklenburg-Vorpommern,3,trocken_monate
1920,Mecklenburg-Vorpommern,3,trocken_monate
1921,Mecklenburg-Vorpommern,4,trocken_monate
1922,Mecklenburg-Vorpommern,3,trocken_monate
1923,Mecklenburg-Vorpommern,1,trocken_monate
1924,Mecklenburg-Vorpommern,5,trocken_monate
1925,Mecklenburg-Vorpommern,0,trocken_monate
1926,Mecklenburg-Vorpommern,0,trocken_monate
1927,Mecklenburg-Vorpommern,2,trocken_monate
1928,Mecklenburg-Vorpommern,2,trocken_monate
1929,Mecklenburg-Vorpommern,5,trocken_monate
1930,Mecklenburg-Vorpommern,3,trocken_monate
1931,Mecklenburg-Vorpommern,1,trocken_monate
1932,Mecklenburg-Vorpommern,4,trocken_monate
1933,Mecklenburg-Vorpommern,4,trocken_monate
1934,Mecklenburg-Vorpommern,2,trocken_monate
1935,Mecklenburg-Vorpommern,2,trocken_monate
1936,Mecklenburg-Vorpommern,2,trocken_monate
1937,Mecklenburg-Vorpommern,2,trocken_monate
1938,Mecklenburg-Vorpommern,3,trocken_monate
1939,Mecklenburg-Vorpommern,1,trocken_monate
1940,Mecklenburg-Vorpommern,2,trocken_monate
1941,Mecklenburg-Vorpommern,2,trocken_monate
1942,Mecklenburg-Vorpommern,4,trocken_monate
1943,Mecklenburg-Vorpommern,4,trocken_monate
1944,Mecklenburg-Vorpommern,0,trocken_monate
1945,Mecklenburg-Vorpommern,0,trocken_monate
1946,Mecklenburg-Vorpommern,3,trocken_monate
1947,Mecklenburg-Vorpommern,3,trocken_monate
1948,Mecklenburg-Vorpommern,3,trocken_monate
1949,Mecklenburg-Vorpommern,1,trocken_monate
1950,Mecklenburg-Vorpommern,2,trocken_monate
1951,Mecklenburg-Vorpommern,1,trocken_monate
1952,Mecklenburg-Vorpommern,3,trocken_monate
1953,Mecklenburg-Vorpommern,4,trocken_monate
1954,Mecklenburg-Vorpommern,3,trocken_monate
1955,Mecklenburg-Vorpommern,2,trocken_monate
1956,Mecklenburg-Vorpommern,1,trocken_monate
1957,Mecklenburg-Vorpommern,2,trocken_monate
1958,Mecklenburg-Vorpommern,2,trocken_monate
1959,Mecklenburg-Vorpommern,5,trocken_monate
1960,Mecklenburg-Vorpommern,1,trocken_monate
1961,Mecklenburg-Vorpommern,0,trocken_monate
1962,Mecklenburg-Vorpommern,2,trocken_monate
1963,Mecklenburg-Vorpommern,5,trocken_monate
1964,Mecklenburg-Vorpommern,3,trocken_monate
1965,Mecklenburg-Vorpommern,1,trocken_monate
1966,Mecklenburg-Vorpommern,1,trocken_monate
1967,Mecklenburg-Vorpommern,1,trocken_monate
1968,Mecklenburg-Vorpommern,3,trocken_monate
1969,Mecklenburg-Vorpommern,4,trocken_monate
1970,Mecklenburg-Vorpommern,2,trocken_monate
1971,Mecklenburg-Vorpommern,7,trocken_monate
1972,Mecklenburg-Vorpommern,4,trocken_monate
1973,Mecklenburg-Vorpommern,2,trocken_monate
1974,Mecklenburg-Vorpommern,3,trocken_monate
1975,Mecklenburg-Vorpommern,2,trocken_monate
1976,Mecklenburg-Vorpommern,5,trocken_monate
1977,Mecklenburg-Vorpommern,1,trocken_monate
1978,Mecklenburg-Vorpommern,4,trocken_monate
1979,Mecklenburg-Vorpommern,2,trocken_monate
1980,Mecklenburg-Vorpommern,2,trocken_monate
1981,Mecklenburg-Vorpommern,1,trocken_monate
1982,Mecklenburg-Vorpommern,3,trocken_monate
1983,Mecklenburg-Vorpommern,1,trocken_monate
1984,Mecklenburg-Vorpommern,2,trocken_monate
1985,Mecklenburg-Vorpommern,2,trocken_monate
1986,Mecklenburg-Vorpommern,1,trocken_monate
1987,Mecklenburg-Vorpommern,2,trocken_monate
1988,Mecklenburg-Vorpommern,3,trocken_monate
1989,Mecklenburg-Vorpommern,4,trocken_monate
1990,Mecklenburg-Vorpommern,3,trocken_monate
1991,Mecklenburg-Vorpommern,2,trocken_monate
1992,Mecklenburg-Vorpommern,2,trocken_monate
1993,Mecklenburg-Vorpommern,2,trocken_monate
1994,Mecklenburg-Vorpommern,2,trocken_monate
1995,Mecklenburg-Vorpommern,1,trocken_monate
1996,Mecklenburg-Vorpommern,4,trocken_monate
1997,Mecklenburg-Vorpommern,2,trocken_monate
1998,Mecklenburg-Vorpommern,1,trocken_monate
1999,Mecklenburg-Vorpommern,1,trocken_monate
2000,Mecklenburg-Vorpommern,1,trocken_monate
2001,Mecklenburg-Vorpommern,2,trocken_monate
2002,Mecklenburg-Vorpommern,1,trocken_monate
2003,Mecklenburg-Vorpommern,2,trocken_monate
2004,Mecklenburg-Vorpommern,1,trocken_monate
2005,Mecklenburg-Vorpommern,1,trocken_monate
2006,Mecklenburg-Vorpommern,2,trocken_monate
2007,Mecklenburg-Vorpommern,2,trocken_monate
2008,Mecklenburg-Vorpommern,1,trocken_monate
2009,Mecklenburg-Vorpommern,2,trocken_monate
2010,Mecklenburg-Vorpommern,2,trocken_monate
2011,Mecklenburg-Vorpommern,3,trocken_monate
2012,Mecklenburg-Vorpommern,3,trocken_monate
2013,Mecklenburg-Vorpommern,2,trocken_monate
2014,Mecklenburg-Vorpommern,3,trocken_monate
2015,Mecklenburg-Vorpommern,2,trocken_monate
2016,Mecklenburg-Vorpommern,2,trocken_monate
2017,Mecklenburg-Vorpommern,0,trocken_monate
2018,Mecklenburg-Vorpommern,5,trocken_monate
2019,Mecklenburg-Vorpommern,2,trocken_monate
2020,Mecklenburg-Vorpommern,3,trocken_monate
2021,Mecklenburg-Vorpommern,0,trocken_monate
2022,Mecklenburg-Vorpommern,3,trocken_monate
2023,Mecklenburg-Vorpommern,1,trocken_monate
2024,Mecklenburg-Vorpommern,1,trocken_monate
2025,Mecklenburg-Vorpommern,4,trocken_monate
2026,Mecklenburg-Vorpommern,1,trocken_monate
1881,Niedersachsen,4,trocken_monate
1882,Niedersachsen,2,trocken_monate
1883,Niedersachsen,4,trocken_monate
1884,Niedersachsen,3,trocken_monate
1885,Niedersachsen,4,trocken_monate
1886,Niedersachsen,2,trocken_monate
1887,Niedersachsen,4,trocken_monate
1888,Niedersachsen,3,trocken_monate
1889,Niedersachsen,3,trocken_monate
1890,Niedersachsen,3,trocken_monate
1891,Niedersachsen,4,trocken_monate
1892,Niedersachsen,3,trocken_monate
1893,Niedersachsen,4,trocken_monate
1894,Niedersachsen,3,trocken_monate
1895,Niedersachsen,2,trocken_monate
1896,Niedersachsen,4,trocken_monate
1897,Niedersachsen,5,trocken_monate
1898,Niedersachsen,2,trocken_monate
1899,Niedersachsen,4,trocken_monate
1900,Niedersachsen,4,trocken_monate
1901,Niedersachsen,0,trocken_monate
1902,Niedersachsen,2,trocken_monate
1903,Niedersachsen,1,trocken_monate
1904,Niedersachsen,2,trocken_monate
1905,Niedersachsen,1,trocken_monate
1906,Niedersachsen,1,trocken_monate
1907,Niedersachsen,4,trocken_monate
1908,Niedersachsen,3,trocken_monate
1909,Niedersachsen,2,trocken_monate
1910,Niedersachsen,2,trocken_monate
1911,Niedersachsen,6,trocken_monate
1912,Niedersachsen,1,trocken_monate
1913,Niedersachsen,2,trocken_monate
1914,Niedersachsen,2,trocken_monate
1915,Niedersachsen,3,trocken_monate
1916,Niedersachsen,1,trocken_monate
1917,Niedersachsen,2,trocken_monate
1918,Niedersachsen,3,trocken_monate
1919,Niedersachsen,3,trocken_monate
1920,Niedersachsen,4,trocken_monate
1921,Niedersachsen,5,trocken_monate
1922,Niedersachsen,0,trocken_monate
1923,Niedersachsen,2,trocken_monate
1924,Niedersachsen,5,trocken_monate
1925,Niedersachsen,0,trocken_monate
1926,Niedersachsen,1,trocken_monate
1927,Niedersachsen,1,trocken_monate
1928,Niedersachsen,2,trocken_monate
1929,Niedersachsen,6,trocken_monate
1930,Niedersachsen,4,trocken_monate
1931,Niedersachsen,2,trocken_monate
1932,Niedersachsen,4,trocken_monate
1933,Niedersachsen,4,trocken_monate
1934,Niedersachsen,1,trocken_monate
1935,Niedersachsen,1,trocken_monate
1936,Niedersachsen,2,trocken_monate
1937,Niedersachsen,1,trocken_monate
1938,Niedersachsen,3,trocken_monate
1939,Niedersachsen,2,trocken_monate
1940,Niedersachsen,3,trocken_monate
1941,Niedersachsen,2,trocken_monate
1942,Niedersachsen,3,trocken_monate
1943,Niedersachsen,4,trocken_monate
1944,Niedersachsen,1,trocken_monate
1945,Niedersachsen,3,trocken_monate
1946,Niedersachsen,2,trocken_monate
1947,Niedersachsen,5,trocken_monate
1948,Niedersachsen,4,trocken_monate
1949,Niedersachsen,1,trocken_monate
1950,Niedersachsen,1,trocken_monate
1951,Niedersachsen,1,trocken_monate
1952,Niedersachsen,2,trocken_monate
1953,Niedersachsen,4,trocken_monate
1954,Niedersachsen,2,trocken_monate
1955,Niedersachsen,1,trocken_monate
1956,Niedersachsen,2,trocken_monate
1957,Niedersachsen,1,trocken_monate
1958,Niedersachsen,2,trocken_monate
1959,Niedersachsen,5,trocken_monate
1960,Niedersachsen,2,trocken_monate
1961,Niedersachsen,0,trocken_monate
1962,Niedersachsen,2,trocken_monate
1963,Niedersachsen,3,trocken_monate
1964,Niedersachsen,2,trocken_monate
1965,Niedersachsen,3,trocken_monate
1966,Niedersachsen,0,trocken_monate
1967,Niedersachsen,0,trocken_monate
1968,Niedersachsen,3,trocken_monate
1969,Niedersachsen,3,trocken_monate
1970,Niedersachsen,1,trocken_monate
1971,Niedersachsen,5,trocken_monate
1972,Niedersachsen,4,trocken_monate
1973,Niedersachsen,4,trocken_monate
1974,Niedersachsen,3,trocken_monate
1975,Niedersachsen,4,trocken_monate
1976,Niedersachsen,5,trocken_monate
1977,Niedersachsen,1,trocken_monate
1978,Niedersachsen,4,trocken_monate
1979,Niedersachsen,2,trocken_monate
1980,Niedersachsen,1,trocken_monate
1981,Niedersachsen,1,trocken_monate
1982,Niedersachsen,3,trocken_monate
1983,Niedersachsen,2,trocken_monate
1984,Niedersachsen,2,trocken_monate
1985,Niedersachsen,2,trocken_monate
1986,Niedersachsen,1,trocken_monate
1987,Niedersachsen,0,trocken_monate
1988,Niedersachsen,2,trocken_monate
1989,Niedersachsen,3,trocken_monate
1990,Niedersachsen,2,trocken_monate
1991,Niedersachsen,3,trocken_monate
1992,Niedersachsen,1,trocken_monate
1993,Niedersachsen,3,trocken_monate
1994,Niedersachsen,1,trocken_monate
1995,Niedersachsen,2,trocken_monate
1996,Niedersachsen,3,trocken_monate
1997,Niedersachsen,2,trocken_monate
1998,Niedersachsen,1,trocken_monate
1999,Niedersachsen,1,trocken_monate
2000,Niedersachsen,1,trocken_monate
2001,Niedersachsen,1,trocken_monate
2002,Niedersachsen,0,trocken_monate
2003,Niedersachsen,4,trocken_monate
2004,Niedersachsen,0,trocken_monate
2005,Niedersachsen,1,trocken_monate
2006,Niedersachsen,2,trocken_monate
2007,Niedersachsen,1,trocken_monate
2008,Niedersachsen,2,trocken_monate
2009,Niedersachsen,2,trocken_monate
2010,Niedersachsen,2,trocken_monate
2011,Niedersachsen,4,trocken_monate
2012,Niedersachsen,4,trocken_monate
2013,Niedersachsen,3,trocken_monate
2014,Niedersachsen,4,trocken_monate
2015,Niedersachsen,1,trocken_monate
2016,Niedersachsen,2,trocken_monate
2017,Niedersachsen,1,trocken_monate
2018,Niedersachsen,7,trocken_monate
2019,Niedersachsen,2,trocken_monate
2020,Niedersachsen,3,trocken_monate
2021,Niedersachsen,0,trocken_monate
2022,Niedersachsen,3,trocken_monate
2023,Niedersachsen,0,trocken_monate
2024,Niedersachsen,0,trocken_monate
2025,Niedersachsen,4,trocken_monate
2026,Niedersachsen,1,trocken_monate
1881,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1882,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1883,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1884,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1885,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1886,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1887,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1888,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1889,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1890,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1891,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1892,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1893,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1894,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1895,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1896,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1897,Niedersachsen/Hamburg/Bremen,5,trocken_monate
1898,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1899,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1900,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1901,Niedersachsen/Hamburg/Bremen,0,trocken_monate
1902,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1903,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1904,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1905,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1906,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1907,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1908,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1909,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1910,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1911,Niedersachsen/Hamburg/Bremen,6,trocken_monate
1912,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1913,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1914,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1915,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1916,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1917,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1918,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1919,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1920,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1921,Niedersachsen/Hamburg/Bremen,5,trocken_monate
1922,Niedersachsen/Hamburg/Bremen,0,trocken_monate
1923,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1924,Niedersachsen/Hamburg/Bremen,5,trocken_monate
1925,Niedersachsen/Hamburg/Bremen,0,trocken_monate
1926,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1927,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1928,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1929,Niedersachsen/Hamburg/Bremen,6,trocken_monate
1930,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1931,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1932,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1933,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1934,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1935,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1936,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1937,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1938,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1939,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1940,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1941,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1942,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1943,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1944,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1945,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1946,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1947,Niedersachsen/Hamburg/Bremen,5,trocken_monate
1948,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1949,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1950,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1951,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1952,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1953,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1954,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1955,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1956,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1957,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1958,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1959,Niedersachsen/Hamburg/Bremen,5,trocken_monate
1960,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1961,Niedersachsen/Hamburg/Bremen,0,trocken_monate
1962,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1963,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1964,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1965,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1966,Niedersachsen/Hamburg/Bremen,0,trocken_monate
1967,Niedersachsen/Hamburg/Bremen,0,trocken_monate
1968,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1969,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1970,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1971,Niedersachsen/Hamburg/Bremen,5,trocken_monate
1972,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1973,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1974,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1975,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1976,Niedersachsen/Hamburg/Bremen,5,trocken_monate
1977,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1978,Niedersachsen/Hamburg/Bremen,4,trocken_monate
1979,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1980,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1981,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1982,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1983,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1984,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1985,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1986,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1987,Niedersachsen/Hamburg/Bremen,0,trocken_monate
1988,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1989,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1990,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1991,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1992,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1993,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1994,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1995,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1996,Niedersachsen/Hamburg/Bremen,3,trocken_monate
1997,Niedersachsen/Hamburg/Bremen,2,trocken_monate
1998,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1999,Niedersachsen/Hamburg/Bremen,1,trocken_monate
2000,Niedersachsen/Hamburg/Bremen,1,trocken_monate
2001,Niedersachsen/Hamburg/Bremen,1,trocken_monate
2002,Niedersachsen/Hamburg/Bremen,0,trocken_monate
2003,Niedersachsen/Hamburg/Bremen,4,trocken_monate
2004,Niedersachsen/Hamburg/Bremen,0,trocken_monate
2005,Niedersachsen/Hamburg/Bremen,1,trocken_monate
2006,Niedersachsen/Hamburg/Bremen,2,trocken_monate
2007,Niedersachsen/Hamburg/Bremen,1,trocken_monate
2008,Niedersachsen/Hamburg/Bremen,2,trocken_monate
2009,Niedersachsen/Hamburg/Bremen,2,trocken_monate
2010,Niedersachsen/Hamburg/Bremen,2,trocken_monate
2011,Niedersachsen/Hamburg/Bremen,4,trocken_monate
2012,Niedersachsen/Hamburg/Bremen,4,trocken_monate
2013,Niedersachsen/Hamburg/Bremen,3,trocken_monate
2014,Niedersachsen/Hamburg/Bremen,4,trocken_monate
2015,Niedersachsen/Hamburg/Bremen,1,trocken_monate
2016,Niedersachsen/Hamburg/Bremen,2,trocken_monate
2017,Niedersachsen/Hamburg/Bremen,1,trocken_monate
2018,Niedersachsen/Hamburg/Bremen,7,trocken_monate
2019,Niedersachsen/Hamburg/Bremen,2,trocken_monate
2020,Niedersachsen/Hamburg/Bremen,3,trocken_monate
2021,Niedersachsen/Hamburg/Bremen,0,trocken_monate
2022,Niedersachsen/Hamburg/Bremen,3,trocken_monate
2023,Niedersachsen/Hamburg/Bremen,0,trocken_monate
2024,Niedersachsen/Hamburg/Bremen,0,trocken_monate
2025,Niedersachsen/Hamburg/Bremen,4,trocken_monate
2026,Niedersachsen/Hamburg/Bremen,1,trocken_monate
1881,Nordrhein-Westfalen,4,trocken_monate
1882,Nordrhein-Westfalen,1,trocken_monate
1883,Nordrhein-Westfalen,4,trocken_monate
1884,Nordrhein-Westfalen,4,trocken_monate
1885,Nordrhein-Westfalen,4,trocken_monate
1886,Nordrhein-Westfalen,3,trocken_monate
1887,Nordrhein-Westfalen,5,trocken_monate
1888,Nordrhein-Westfalen,3,trocken_monate
1889,Nordrhein-Westfalen,3,trocken_monate
1890,Nordrhein-Westfalen,3,trocken_monate
1891,Nordrhein-Westfalen,4,trocken_monate
1892,Nordrhein-Westfalen,3,trocken_monate
1893,Nordrhein-Westfalen,3,trocken_monate
1894,Nordrhein-Westfalen,3,trocken_monate
1895,Nordrhein-Westfalen,2,trocken_monate
1896,Nordrhein-Westfalen,3,trocken_monate
1897,Nordrhein-Westfalen,1,trocken_monate
1898,Nordrhein-Westfalen,3,trocken_monate
1899,Nordrhein-Westfalen,5,trocken_monate
1900,Nordrhein-Westfalen,3,trocken_monate
1901,Nordrhein-Westfalen,1,trocken_monate
1902,Nordrhein-Westfalen,3,trocken_monate
1903,Nordrhein-Westfalen,1,trocken_monate
1904,Nordrhein-Westfalen,2,trocken_monate
1905,Nordrhein-Westfalen,2,trocken_monate
