Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;Tierschutzallianz;B*;DKP;Die Grauen;du.;MG;MENSCHLICHE WELT;Gesundheitsforschung;V-Partei³;Bündnis C;DIE EINHEIT;DIE VIOLETTEN;FAMILIE;DIE FRAUEN;MIETERPARTEI;Neue Liberale;UNABHÄNGIGE;Übrige;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;AD-DEMOKRATEN;Tierschutzallianz;B*;BGE;DiB;DKP;DM;Die Grauen;du.;MG;MENSCHLICHE WELT;Die Humanisten;Gesundheitsforschung;V-Partei³
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
BY;09262;Passau, Stadt;38052;28038;220;27818;0;6455;1657;2473;11463;1771;2968;0;0;0;0;1031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;27889;0;4347;2167;3036;10116;3073;3533;91;36;328;201;370;213;164;0;0;4;4;0;0;0;0;0;50;46;3;25;0;0;0;0;0;30;52
BY;09263;Straubing, Stadt;34344;23322;218;23104;0;4415;1285;1457;10071;1068;3448;0;0;642;0;426;0;292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172;23150;0;3380;1417;1483;8960;2197;3988;78;98;588;199;267;121;212;0;0;14;1;0;0;0;0;0;26;21;4;44;0;0;0;0;0;18;34
BY;09271;Deggendorf;91951;65566;545;65021;0;9038;2895;3302;29847;2591;10857;0;0;4556;0;0;0;1935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;399;65167;0;8757;3405;3278;26579;5122;11980;146;239;2986;505;433;224;1137;0;0;9;6;0;0;0;0;0;57;64;5;70;0;0;0;0;0;68;97
BY;09272;Freyung-Grafenau;63822;46169;404;45765;0;10308;1759;1673;18953;1751;8120;0;0;1720;0;0;0;1481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263;45906;0;6921;2144;1882;18590;3264;9221;82;213;1571;348;339;126;1009;0;0;8;9;0;0;0;0;0;26;29;1;43;0;0;0;0;0;27;53
BY;09273;Kelheim;88028;66984;538;66446;0;9856;2274;3441;28807;3988;8619;0;0;6734;0;1237;0;1490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;439;66545;0;9631;3004;4153;27887;5501;9914;195;241;2994;546;790;296;969;0;0;11;3;0;0;0;0;0;66;63;12;70;0;0;0;0;0;85;114
BY;09274;Landshut;117820;93191;740;92451;0;10673;2906;5489;35470;8456;11724;0;0;14073;0;2068;0;1592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;461;92730;0;10843;4080;6056;36566;9514;14002;269;217;6835;890;1054;408;1387;0;0;13;17;0;0;0;0;0;108;107;9;101;0;0;0;0;0;106;148
BY;09275;Passau;150221;111032;1074;109958;0;19422;4890;5142;53739;6494;16821;0;0;287;0;2972;0;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;669;110363;0;16599;5533;5725;45834;9427;18998;240;395;3046;927;1380;398;1218;0;0;12;12;0;0;0;0;0;96;88;12;131;0;0;0;0;0;151;141
BY;09276;Regen;62255;45459;709;44750;0;7884;1678;1278;20746;2327;7570;0;0;1311;0;558;0;1398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;676;44783;0;6906;2016;1761;18144;3106;9261;91;157;1528;346;413;145;722;0;0;2;1;0;0;0;0;0;24;22;1;47;0;0;0;0;0;44;46
BY;09277;Rottal-Inn;92055;68069;667;67402;0;9508;2785;3776;31908;4617;9010;0;0;2490;0;1655;0;1653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;455;67614;0;8461;3025;3747;29737;6241;10332;158;170;2140;569;1330;276;1032;0;0;5;7;0;0;0;0;0;66;61;7;84;0;0;0;0;0;77;89
BY;09278;Straubing-Bogen;77354;60643;447;60196;0;9226;1803;1867;30159;2275;8243;0;0;3922;0;1765;0;936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;367;60276;0;7226;2157;2602;26608;5005;10327;112;328;3294;401;967;175;766;0;0;3;5;0;0;0;0;0;36;52;10;73;0;0;0;0;0;60;69
BY;09279;Dingolfing-Landau;71290;52031;540;51491;0;7787;1936;2086;21968;3782;9068;0;0;2421;0;1420;0;1023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;51711;0;6895;2320;2466;21219;4650;9463;113;178;2156;425;635;172;734;0;0;6;10;0;0;0;0;0;35;36;3;75;0;0;0;0;0;69;51
BY;09361;Amberg, Stadt;32744;23154;243;22911;0;4044;1513;1688;8858;1463;3153;0;0;1052;0;508;0;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;378;0;210;22944;0;4035;1755;1814;8255;1997;3418;71;87;571;221;236;147;183;0;0;8;3;0;0;0;0;0;14;33;4;23;0;0;0;0;0;27;42
BY;09362;Regensburg, Stadt;105833;80854;741;80113;0;14786;6818;10547;27967;5565;7923;961;0;2747;0;2611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;188;0;0;0;0;0;0;425;80429;0;11951;7598;11709;26698;8094;8686;419;88;1623;699;927;843;342;0;0;22;14;0;0;0;0;0;141;188;28;105;0;0;0;0;0;82;172
BY;09363;Weiden i.d.OPf., Stadt;32995;23269;567;22702;0;5719;1523;1244;9125;1286;0;0;0;938;0;355;0;595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1917;223;23046;0;4657;1544;1488;8596;1897;3354;76;67;547;191;153;130;181;0;0;7;4;0;0;0;0;0;27;21;5;18;0;0;0;0;0;48;35
BY;09371;Amberg-Sulzbach;82116;64974;630;64344;0;11012;2650;4994;27868;3516;7382;0;0;4395;0;1239;0;833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;455;0;495;64479;0;11739;3367;3952;26463;4552;8398;182;254;2856;616;707;347;637;0;0;20;9;0;0;0;0;0;67;69;8;86;0;0;0;0;0;77;73
BY;09372;Cham;101946;75426;1502;73924;0;11596;3411;2391;40760;3415;0;0;0;9098;0;1667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1586;538;74888;0;10069;3046;3253;31945;5229;13487;193;260;4887;523;574;263;789;0;0;9;9;0;0;0;0;0;39;60;9;90;0;0;0;0;0;78;76
BY;09373;Neumarkt i.d.OPf.;101016;81379;784;80595;0;10524;3298;4930;43349;3409;8255;0;0;4737;0;1104;0;748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;241;0;597;80782;0;10306;3826;6231;37002;6305;9734;222;325;3676;699;804;434;630;0;0;20;6;0;0;0;0;0;106;82;9;133;0;0;0;0;0;118;114
BY;09374;Neustadt a.d.Waldnaab;75953;60240;1011;59229;0;14176;2237;1761;26263;2244;0;0;0;3662;0;820;0;1359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6707;536;59704;0;11706;2657;2771;25448;3670;8324;184;255;2473;420;527;246;647;0;0;8;8;0;0;0;0;0;54;44;5;86;0;0;0;0;0;79;92
BY;09375;Regensburg;147083;117926;1150;116776;0;18076;4943;7796;50891;6689;15352;695;0;10175;0;1988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;0;0;0;0;0;0;694;117232;0;16631;5661;8623;48022;9625;16939;358;334;6751;1005;1022;515;1034;0;0;9;17;0;0;0;0;0;91;98;14;163;0;0;0;0;0;152;168
BY;09376;Schwandorf;114472;87123;1961;85162;0;26865;4518;3781;36332;3977;0;0;0;6398;0;1957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1334;730;86393;0;16053;4293;4049;34882;5379;14519;251;386;3391;757;814;331;803;0;0;22;6;0;0;0;0;0;65;81;7;72;0;0;0;0;0;117;115
BY;09377;Tirschenreuth;59467;47005;745;46260;0;8719;1917;1548;23897;1739;0;0;0;2695;0;438;0;1149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4158;413;46592;0;8268;2003;2167;21647;2912;5733;92;172;2041;355;280;204;465;0;0;7;2;0;0;0;0;0;32;32;7;39;0;0;0;0;0;69;65
BY;09461;Bamberg, Stadt;55773;42397;341;42056;0;9914;3163;5481;14326;2717;4525;0;0;671;0;846;0;249;0;0;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;42172;0;6969;3802;6107;13174;4533;4823;161;106;486;357;350;615;181;0;0;51;7;0;0;0;0;0;89;123;6;81;0;0;0;0;0;44;107
BY;09462;Bayreuth, Stadt;57170;41873;394;41479;0;9615;2360;3805;16566;3900;3529;0;0;819;0;0;885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;244;41629;0;7687;3039;4637;14969;4924;4012;149;75;529;301;191;602;75;0;0;8;4;0;0;0;0;0;58;93;8;64;0;0;0;0;0;68;136
BY;09463;Coburg, Stadt;31781;23523;240;23283;0;5965;1909;2253;9158;1269;2276;0;79;0;0;345;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;23365;0;4942;1902;2471;7754;2460;2495;104;85;259;233;159;243;44;0;0;12;4;0;0;0;0;0;38;57;5;35;0;0;0;0;0;21;42
BY;09464;Hof, Stadt;33437;23628;272;23356;0;4665;1320;1518;10606;1086;2966;341;0;431;0;0;330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;0;0;282;23346;0;4662;1648;1628;8500;2169;3248;149;87;377;221;65;305;62;0;0;3;5;0;0;0;0;0;42;40;5;49;0;0;0;0;0;30;51
BY;09471;Bamberg;116290;94533;844;93689;0;17097;3748;4753;45666;5141;12927;0;0;2722;0;1217;0;314;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;594;93939;0;14148;4637;5862;40071;8055;14551;304;619;2308;816;669;637;529;0;0;59;12;0;0;0;0;0;112;99;15;147;0;0;0;0;0;164;125
BY;09472;Bayreuth;84462;67379;531;66848;0;14293;2414;3934;33215;3620;6322;0;0;2420;0;0;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;359;67020;0;12827;3104;4054;30147;5119;7293;173;242;2092;550;262;479;209;0;0;5;7;0;0;0;0;0;66;48;5;83;0;0;0;0;0;93;162
BY;09473;Coburg;70038;55037;535;54502;0;14371;2685;3167;24123;2902;5964;0;243;0;0;972;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;421;54616;0;12142;2971;3752;21356;4605;6549;155;241;1220;496;323;366;107;0;0;47;4;0;0;0;0;0;47;59;2;60;0;0;0;0;0;67;47
BY;09474;Forchheim;90139;73626;471;73155;0;12235;3200;6422;34150;5093;7671;0;0;3301;0;594;147;258;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;341;73285;0;11265;4071;6441;31084;6433;8645;226;238;2502;691;399;479;262;0;0;31;12;0;0;0;0;0;74;73;6;162;0;0;0;0;0;99;92
BY;09475;Hof;77737;60916;484;60432;0;13283;2367;2718;30442;2200;6637;403;11;1606;0;17;536;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;207;0;0;0;0;0;0;0;0;419;60497;0;13223;3090;3086;24945;4595;7495;205;264;1699;601;193;574;125;0;0;11;8;0;0;0;0;0;74;62;7;75;0;0;0;0;0;81;84
BY;09476;Kronach;55446;42805;633;42172;0;11219;1638;1662;21044;1638;4369;0;250;0;0;325;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;413;42392;0;9927;1950;1870;18519;2830;4984;122;225;940;383;147;208;85;0;0;11;5;0;0;0;0;0;21;38;5;34;0;0;0;0;0;49;39
BY;09477;Kulmbach;59443;46237;383;45854;0;8535;1797;2116;25127;1439;4524;0;0;1807;0;509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;302;45935;0;9316;2311;2874;19438;3508;5248;124;190;1398;437;264;358;89;0;0;15;1;0;0;0;0;0;48;67;4;119;0;0;0;0;0;53;73
BY;09478;Lichtenfels;54067;41471;571;40900;0;6065;1355;1499;24395;1203;4447;0;0;1096;0;840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;589;40882;0;7190;1840;2264;18430;2908;5383;137;224;1111;371;276;333;138;0;0;16;4;0;0;0;0;0;45;40;4;53;0;0;0;0;0;55;60
BY;09479;Wunsiedel i.Fichtelgebirge;58767;44209;403;43806;0;12301;1946;1747;18887;1498;5444;213;0;1325;0;0;387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;454;43755;0;10432;2519;2337;16108;3198;6042;150;223;1255;485;131;393;156;0;0;21;5;0;0;0;0;0;69;47;4;50;0;0;0;0;0;66;64
BY;09561;Ansbach, Stadt;31067;22222;246;21976;0;4551;2339;1927;7345;1109;2710;0;0;1290;0;663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;174;22048;0;4101;2218;2239;7153;1750;2918;92;72;549;205;292;230;45;0;0;4;0;0;0;0;0;0;25;37;5;43;0;0;0;0;0;42;28
BY;09562;Erlangen, Stadt;77280;62152;371;61781;0;14080;4595;8587;22844;3989;4297;767;0;1019;0;1603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;255;61897;0;10997;5779;10056;19604;6569;4982;377;90;779;469;736;676;100;0;0;48;6;0;0;0;0;0;123;184;9;102;0;0;0;0;0;68;143
BY;09563;Fürth, Stadt;86606;63791;618;63173;0;18091;6135;6357;20063;3675;6815;0;0;1728;0;0;0;309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;503;63288;0;13219;6807;7521;18146;5778;7501;368;150;922;732;322;880;225;0;0;21;7;0;0;0;0;0;126;173;27;112;0;0;0;0;0;105;146
BY;09564;Nürnberg, Stadt;343832;255126;2516;252610;0;66010;23804;26378;82928;16559;28206;0;0;6019;0;2342;0;0;0;0;364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1873;253253;0;49473;26940;31503;73217;24322;30453;1373;753;3568;2952;1971;3144;508;0;0;185;30;0;0;0;0;0;565;678;160;493;0;0;0;0;0;428;537
BY;09565;Schwabach, Stadt;30191;23164;176;22988;0;5679;1479;2248;8923;1452;2462;0;0;745;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;23028;0;4450;1662;2572;7771;2289;2729;100;71;448;272;171;185;96;0;0;5;5;0;0;0;0;0;47;33;3;42;0;0;0;0;0;34;43
BY;09571;Ansbach;140308;109193;1037;108156;0;20020;6296;8834;46010;4744;11444;0;0;7993;0;2640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;0;0;0;0;0;0;684;108509;0;17794;7079;9245;44368;8361;12724;473;532;4079;967;1194;675;297;0;0;16;11;0;0;0;0;0;104;104;15;173;0;0;0;0;0;177;121
BY;09572;Erlangen-Höchstadt;103450;85896;517;85379;0;16885;4038;7592;39923;4724;7373;587;0;3210;0;1047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;421;85475;0;14581;5336;9806;32810;8404;8971;301;271;2456;698;530;578;180;0;0;20;11;0;0;0;0;0;89;118;7;114;0;0;0;0;0;74;120
BY;09573;Fürth;91482;74520;593;73927;0;16801;4184;6473;30104;4148;8234;0;0;3729;0;0;0;254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;473;74047;0;13928;5016;7690;26574;6878;8991;274;227;1968;820;357;508;212;0;0;14;6;0;0;0;0;0;73;127;7;116;0;0;0;0;0;132;129
BY;09574;Nürnberger Land;130070;106899;824;106075;0;23849;5183;8798;44745;5037;10678;1369;0;4988;0;1428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;546;106353;0;20488;7255;10933;37979;9549;12159;525;340;3471;1113;720;741;221;0;0;26;10;0;0;0;0;0;145;141;21;211;0;0;0;0;0;143;162
BY;09575;Neustadt a.d.Aisch-Bad Windsheim;77403;60431;504;59927;0;10163;2992;6258;28392;2795;5919;0;0;3162;0;0;0;246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;422;60009;0;9942;3619;5329;24752;4889;6541;219;299;2279;558;579;362;193;0;0;15;8;0;0;0;0;0;63;69;12;106;0;0;0;0;0;87;88
BY;09576;Roth;97490;78996;885;78111;0;14071;3704;5667;37129;3546;8247;701;0;4203;0;843;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;795;78201;0;13552;4380;7100;31764;6441;9158;326;217;2609;801;486;516;267;0;0;10;12;0;0;0;0;0;82;108;9;132;0;0;0;0;0;113;118
BY;09577;Weißenburg-Gunzenhausen;72385;54540;769;53771;0;9184;2544;3185;28076;1808;5242;0;0;2697;0;941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;0;0;0;0;0;0;679;53861;0;9569;2911;4755;22904;3714;6092;247;184;1624;413;645;304;152;0;0;16;10;0;0;0;0;0;47;37;5;76;0;0;0;0;0;72;84
BY;09661;Aschaffenburg, Stadt;49763;36600;608;35992;0;6221;2340;4055;14608;3431;3898;0;0;0;0;1100;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;219;450;36150;0;6399;2917;4077;12053;4247;4336;116;91;348;305;348;373;87;0;0;45;10;0;0;0;0;0;78;51;3;115;0;0;0;0;0;52;99
BY;09662;Schweinfurt, Stadt;37922;26280;400;25880;0;5278;3360;1821;9643;1448;3798;0;0;0;0;249;0;183;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293;25987;0;5199;2802;1855;8239;2327;4066;110;63;290;297;120;209;83;0;0;63;5;0;0;0;0;0;38;36;4;90;0;0;0;0;0;28;63
BY;09663;Würzburg, Stadt;98602;76187;645;75542;0;13509;5384;13849;26639;6984;5400;0;0;0;0;1621;2156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;408;75779;0;12732;7016;12581;24015;8644;6063;303;103;731;804;611;1182;100;0;0;31;6;0;0;0;0;0;172;214;16;195;0;0;0;0;0;74;186
BY;09671;Aschaffenburg;133599;108338;1440;106898;0;17439;4493;9089;54100;7950;11087;0;0;0;0;1698;0;0;0;0;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;818;1058;107280;0;18799;5782;9355;42956;11363;12306;348;379;2075;1022;748;862;317;0;0;60;10;0;0;0;0;0;124;150;22;191;0;0;0;0;0;186;225
BY;09672;Bad Kissingen;83783;65943;646;65297;0;12661;3272;5067;32817;3863;6779;0;0;0;0;838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;478;65465;0;9968;3801;4571;29578;6011;7459;255;355;1421;599;395;359;157;0;0;7;10;0;0;0;0;0;79;78;5;150;0;0;0;0;0;98;109
BY;09673;Rhön-Grabfeld;64277;50357;550;49807;0;8233;2771;3445;27651;2668;4616;0;0;0;0;423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430;49927;0;7106;3060;3508;23306;4665;5181;174;206;1225;382;207;371;164;0;0;17;10;0;0;0;0;0;62;51;6;63;0;0;0;0;0;84;79
BY;09674;Haßberge;67970;54902;599;54303;0;11489;3028;3468;26135;3003;6358;0;0;0;0;822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;392;54510;0;9830;3224;3280;22904;4408;7010;181;365;1429;447;487;348;173;0;0;14;6;0;0;0;0;0;54;59;5;100;0;0;0;0;0;101;85
BY;09675;Kitzingen;69300;54829;611;54218;0;8720;3161;4516;26434;4042;5538;0;0;0;0;1061;0;688;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360;54469;0;9115;2919;4558;22549;5081;5923;187;230;1807;518;438;347;290;0;0;23;8;0;0;0;0;0;58;66;4;173;0;0;0;0;0;96;79
BY;09676;Miltenberg;95773;75955;915;75040;0;14107;3977;6275;35309;4041;7211;0;0;2811;0;1309;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;642;75313;0;13408;4363;5900;30653;7287;8477;262;221;2154;660;571;515;163;0;0;29;11;0;0;0;0;0;85;94;9;137;0;0;0;0;0;143;171
BY;09677;Main-Spessart;100410;81251;914;80337;0;21041;3538;4775;37097;3667;6864;0;0;2677;0;678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;596;80655;0;15495;4199;6039;34592;6433;8379;229;232;2357;719;380;540;181;0;0;23;10;0;0;0;0;0;99;76;10;206;0;0;0;0;0;112;344
BY;09678;Schweinfurt;91819;75050;879;74171;0;12348;5570;5129;37824;4016;7862;0;0;0;0;663;0;654;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;565;74485;0;11849;4701;5304;32886;6381;8916;243;273;1587;717;331;446;281;0;0;39;7;0;0;0;0;0;67;63;9;144;0;0;0;0;0;112;129
BY;09679;Würzburg;127396;106774;1019;105755;0;20420;4746;11510;49876;7608;8472;0;0;0;0;1451;1672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;646;106128;0;19394;5915;11138;43570;10169;9701;343;288;1902;1032;622;867;223;0;0;29;10;0;0;0;0;0;142;137;11;269;0;0;0;0;0;143;223
BY;09761;Augsburg, Stadt;189687;137282;1455;135827;0;26863;11927;19486;46085;8128;17773;0;0;2709;0;2158;0;0;0;0;385;313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1070;136212;0;21968;12605;17433;42474;13426;18487;872;296;1919;1452;1132;1594;616;0;0;135;77;0;0;0;0;0;305;340;40;300;0;0;0;0;0;190;551
BY;09762;Kaufbeuren, Stadt;31316;22487;209;22278;0;3088;1853;1971;10016;1187;2852;0;0;777;0;215;0;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;0;203;22284;0;3081;1824;2184;8079;2504;3128;113;47;474;211;143;122;185;0;0;11;4;0;0;0;0;0;32;30;4;42;0;0;0;0;0;30;36
BY;09763;Kempten (Allgäu), Stadt;48267;34781;301;34480;0;5055;2120;3413;14746;2868;4315;0;0;1351;0;399;0;213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268;34513;0;4952;2585;3917;11721;4045;4633;155;85;869;351;259;274;155;0;0;19;4;0;0;0;0;0;157;42;6;135;0;0;0;0;0;50;99
BY;09764;Memmingen, Stadt;29462;21630;231;21399;0;3420;1198;1815;8928;1267;3515;0;0;475;0;619;0;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;217;21413;0;3418;1326;1903;7584;2357;3273;83;83;370;155;461;102;103;0;0;10;3;0;0;0;0;0;79;26;6;25;0;0;0;0;0;22;24
BY;09771;Aichach-Friedberg;100245;80987;727;80260;0;9957;2799;6076;39117;5901;10697;0;0;3723;0;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;433;80554;0;9386;3534;6722;34830;8355;11510;284;206;2143;744;919;443;798;0;0;17;9;0;0;0;0;0;88;111;15;155;0;0;0;0;0;104;181
BY;09772;Augsburg;187683;148406;1369;147037;0;21646;5826;11213;69568;7872;18072;0;0;10467;0;2335;0;0;0;0;21;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1004;147402;0;19314;7769;12977;59813;15180;20268;560;416;5254;1434;1278;821;1002;0;0;41;26;0;0;0;0;0;176;179;16;267;0;0;0;0;0;214;397
BY;09773;Dillingen a.d.Donau;72289;54652;497;54155;0;7498;2210;3317;24442;3751;8173;0;0;4243;0;521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;373;54279;0;7284;2487;3659;21835;5439;9021;173;303;2415;438;234;249;371;0;0;8;4;0;0;0;0;0;51;43;10;67;0;0;0;0;0;78;110
BY;09774;Günzburg;89816;66837;668;66169;0;8435;2846;5463;31143;3843;9492;524;0;3345;0;790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;288;0;470;66367;0;8522;3168;4667;27527;6428;10600;318;320;2279;691;547;379;368;0;0;10;10;0;0;0;0;0;101;61;13;104;0;0;0;0;0;114;140
BY;09775;Neu-Ulm;123373;94472;810;93662;0;15924;4414;9860;38887;5768;12009;659;0;4678;0;1028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;435;0;661;93811;0;14351;5376;9006;35221;10186;13328;469;403;2116;903;700;524;331;0;0;26;13;0;0;0;0;0;138;133;12;244;0;0;0;0;0;150;181
